strategy,row_id,stage,purpose,correctness_score,generalizability_score,explainability_score,fail_reasons
hierarchical,taylor_green_vortex_wave_phys2,architect,solver_baseline_selection,0.0,0.4,0.12,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,taylor_green_vortex_wave_phys2,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,taylor_green_vortex_wave_phys3,architect,solver_baseline_selection,0.0,0.4,0.12,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,taylor_green_vortex_wave_phys3,architect,solver_baseline_selection,0.0,0.4,0.12,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,taylor_green_vortex_wave_phys3,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,couette_poiseuille_wave_phys0,architect,solver_baseline_selection,0.0,0.0,0.0,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,couette_poiseuille_wave_phys0,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,couette_poiseuille_wave_phys1,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,couette_poiseuille_wave_phys1,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,couette_poiseuille_wave_phys2,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,couette_poiseuille_wave_phys2,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,couette_poiseuille_wave_phys3,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,couette_poiseuille_wave_phys3,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys0,architect,solver_baseline_selection,0.0,0.4,0.12,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys0,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys1,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys1,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys1,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys2,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys2,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys2,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys3,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys3,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,isentropic_vortex_wave_phys3,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,scalar_adv_diff_wave_phys0,architect,solver_baseline_selection,0.0,0.0,0.0,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,scalar_adv_diff_wave_phys0,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,scalar_adv_diff_wave_phys1,architect,solver_baseline_selection,0.0,0.0,0.0,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,scalar_adv_diff_wave_phys1,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,scalar_adv_diff_wave_phys2,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,scalar_adv_diff_wave_phys2,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,scalar_adv_diff_wave_phys2,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,scalar_adv_diff_wave_phys3,architect,solver_baseline_selection,0.0,0.0,0.0,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,scalar_adv_diff_wave_phys3,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,bomex_shallow_cumulus_wave_phys0,architect,solver_baseline_selection,0.0,0.4,0.12,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,bomex_shallow_cumulus_wave_phys0,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,bomex_shallow_cumulus_wave_phys1,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,bomex_shallow_cumulus_wave_phys1,architect,solver_baseline_selection,0.0,0.4,0.12,"['case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,bomex_shallow_cumulus_wave_phys1,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
hierarchical,bomex_shallow_cumulus_wave_phys2,architect,solver_baseline_selection,0.0,0.0,0.0,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,bomex_shallow_cumulus_wave_phys2,architect,solver_baseline_selection,0.0,0.0,0.0,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,bomex_shallow_cumulus_wave_phys2,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable']"
hierarchical,bomex_shallow_cumulus_wave_phys3,architect,solver_baseline_selection,0.0,0.4,0.12,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'error_signal']"
hierarchical,bomex_shallow_cumulus_wave_phys3,input_writer,inputs_selection,0.0,0.4,0.12,"['inputs_mismatch', 'warn_signal', 'error_signal']"
