strategy,row_id,stage,purpose,correctness_score,generalizability_score,explainability_score,fail_reasons
simple,4a28e05d7ad8dddc,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,4c2e15c7a2b1807e,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,4c2e15c7a2b1807e,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,50fc59087cc65e41,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,50fc59087cc65e41,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5502d952a197e044,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,5502d952a197e044,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,58ac9ebd5dbe5287,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,58ac9ebd5dbe5287,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5a5b55bd50b2195b,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,5a5b55bd50b2195b,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,5b7211868a6fc7bd,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5b7211868a6fc7bd,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5bd21f3859c1c7ea,architect,solver_baseline_selection,0.0,0.6,0.18,"['case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,5bd21f3859c1c7ea,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,5d36bcbbb3955583,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5d36bcbbb3955583,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5d6d8a3e782072e0,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5d6d8a3e782072e0,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,5dec9fb84c6b48e4,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,5dec9fb84c6b48e4,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,6037371246cbeaf9,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,61440a7571417cab,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,61440a7571417cab,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,625ddcabb2d84b45,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,625ddcabb2d84b45,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,650ab438a4e15aa5,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,650ab438a4e15aa5,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,661578fbae6c6c98,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,661578fbae6c6c98,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,6679b106b67a72c7,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,6679b106b67a72c7,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,67d45fafd496e5e1,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,67d45fafd496e5e1,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,683f741d537d6446,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,683f741d537d6446,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,6861a4cd9e823196,architect,solver_baseline_selection,0.0,0.6,0.18,"['case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,6861a4cd9e823196,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,6d64255a9f75b7f0,architect,solver_baseline_selection,0.0,0.6,0.18,"['case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,6d64255a9f75b7f0,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,79451bce1b25f5b5,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,79451bce1b25f5b5,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,79c27203548041a9,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,79c27203548041a9,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,79e1a7439abda7e0,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,79e1a7439abda7e0,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,83e8394891c2b4f5,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,83e8394891c2b4f5,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,83fe4a2b485cd186,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,83fe4a2b485cd186,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,882f54a5e0b15e95,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,882f54a5e0b15e95,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,8910adb5f9352180,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,8910adb5f9352180,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,89daffe9760ad84b,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,89daffe9760ad84b,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,8db27d1f4b0ecf8d,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,8db27d1f4b0ecf8d,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,8f2c280dffb509c9,architect,solver_baseline_selection,0.0,0.6,0.18,"['case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,8f2c280dffb509c9,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,8f7ccf0243473c24,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,8f7ccf0243473c24,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,900b3f88f35b2073,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,900b3f88f35b2073,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,91d955c98dbaf8ec,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,91d955c98dbaf8ec,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,9634472d23ee150d,architect,solver_baseline_selection,0.0,0.6,0.18,"['case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,9634472d23ee150d,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,986363e97e04cf16,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,986363e97e04cf16,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,9a6fdfe94d4a0de8,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,9a6fdfe94d4a0de8,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,9aa20744dbed59f7,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,9aa20744dbed59f7,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,a4e50e087b4b88d1,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,a4e50e087b4b88d1,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,b4a636f4cce992b8,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,b4a636f4cce992b8,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,b8c23290959781cc,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,b8c23290959781cc,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,beabac2255eb1381,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,beabac2255eb1381,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,c22b5166bc752ddc,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,c22b5166bc752ddc,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,ca121bbd8567cee1,architect,solver_baseline_selection,0.0,0.6,0.18,"['case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,ca121bbd8567cee1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,d59c797241bb0a3b,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,d59c797241bb0a3b,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,d7650878c7b9e6fb,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,d7650878c7b9e6fb,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,d78a69f22d771488,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,d78a69f22d771488,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,db4e657509d10746,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,db4e657509d10746,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,dea760769a6cda9c,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,dea760769a6cda9c,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,e22751b24f2fd087,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,e22751b24f2fd087,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,e4dda71206cf700e,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,e4dda71206cf700e,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,e4e660bdea33ede2,architect,solver_baseline_selection,0.0,0.2,0.06,"['case_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,e4e660bdea33ede2,input_writer,inputs_selection,0.0,0.2,0.06,"['inputs_mismatch', 'warn_signal', 'error_signal', 'literal_case_in_prompt']"
simple,e865e13d142b3282,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,e865e13d142b3282,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,efefa2fa3b6c6685,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
simple,f03e0b5fcd298923,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,f03e0b5fcd298923,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,f4b7fbcf2fd600d8,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,f4b7fbcf2fd600d8,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,f5d00c4d9faa26b1,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,f5d00c4d9faa26b1,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,fc44ea8611497ca0,architect,solver_baseline_selection,0.0,0.0,0.0,"['case_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
simple,fc44ea8611497ca0,input_writer,inputs_selection,0.0,0.0,0.0,"['inputs_mismatch', 'warn_signal', 'error_signal', 'llm_unavailable', 'literal_case_in_prompt']"
